NQUEST,NCOMP,nord,SEX,PARENT,NASC,ANASC,CIT,ANINGR,MOTIV,STACIV,STUDIO,TIPOLAU,VOTOEDU,SUEDU,SELODE,ANNOEDU,TIPODIP,UNIVER,PRESNORD,NORDP,MOTENT,ANNOENUS,B01,APQUAL2,ASNONOC2,NACE2,NESPLAV,EXLAV,ETALAV,DISLAV,DISANN1,DISANN2,CONTRIB,ACONTRIB,FCONTRIB,OCCNOW,PROBLAV1,CERC2,PROBLAV2,SALMIN,SMARTW,SMARTWA,SMARTWB,ETAPEN,COPPU,PREVCOM,COPPIP,b22,b23a,b23b,b24,b25a,b25b,b25c,ATTIVP,ISCO,NACE,ETALAV2,MISCOVID1,MISCOVID2,MISCOVIDV1,ETA,NASCREG,NASCAREA,IREG,PARENTP,smartwa1,CLETA5,QUAL,Q,SETT,CFRED,PERC,PERL,NPERL,NPERC,AREA3,AREA5,ACOM4C,ACOM5,PESOFIT2,PESOFIT
934316,3,2,1,2,1,1965,1,,,1,7,4,105,110,0,1990,2,,2,,,,1,6,,,2,3,26,2,,,1,32,0,1,,2,,,1,5,0,,,,,2,1,2,2,2,2,2,,2151,13,28,2,2,,55,4,1,4,,,4,4,2,4,1,1,1,2,2,1,2,2,4,712.94913288,0.1756665563
934316,3,3,2,6,1,2004,1,,,2,3,,,,,,,,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,16,4,1,4,,,1,7,3,5,0,0,0,2,2,1,2,2,4,712.94913288,0.1756665563
934324,4,1,1,1,1,1968,1,,,1,7,5,99,110,0,1998,2,,1,,,,1,4,,,4,3,25,2,,,1,25,0,1,100,2,,,1,5,10,67,50,2,,1,1,2,2,1,2,2,1,1221,7,51,2,2,,52,4,1,4,,,3,3,1,4,1,1,1,2,2,1,2,2,4,966.75010352,0.2382016524
934324,4,2,2,2,1,1969,1,,,1,3,,,,,,,,1,,,,2,13,,,2,1,17,2,,,1,20,0,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,51,4,1,4,,,3,7,3,5,0,1,1,2,2,1,2,2,4,966.75010352,0.2382016524
934324,4,3,2,6,1,2002,1,,,2,3,,,,,,,,2,,,,2,17,,,0,,,,,,,,,2,,1,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,18,4,1,4,,,1,7,3,5,0,0,0,2,2,1,2,2,4,966.75010352,0.2382016524
934324,4,4,2,6,1,2006,1,,,2,3,,,,,,,,2,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,14,4,1,4,,,1,7,3,5,0,0,0,2,2,1,2,2,4,966.75010352,0.2382016524
934327,2,1,2,1,1,1978,1,,,2,7,8,100,110,0,2002,3,,1,,,,1,6,,,1,,24,2,,,1,16,0,1,100,2,,,1,0,3,68,60,,,2,1,2,2,2,2,2,,2611,13,,2,2,,42,4,1,4,,,2,4,2,4,0,1,1,2,2,1,2,2,4,255.90752228,0.0630541382
934327,2,2,1,3,1,1975,1,,,2,7,8,100,110,0,2002,3,,2,,,,1,6,,,1,,27,2,,,1,15,0,1,,2,,,1,0,3,,,,,2,1,2,2,2,2,2,,2611,13,,2,2,,45,4,1,4,,,3,4,2,4,1,1,1,2,2,1,2,2,4,255.90752228,0.0630541382
934329,5,1,2,1,1,1984,1,,,1,6,3,101,110,0,2006,1,,1,,,,1,2,,,1,,22,2,,,1,14,0,1,100,2,,,2,,,67,30,2,,1,2,2,2,2,2,2,,2221,17,,2,2,,36,4,1,4,,,2,2,1,3,0,1,1,2,2,1,2,2,4,3528.5184372,0.8694066017
934329,5,2,1,2,1,1986,1,,,1,6,6,100,110,0,2008,3,,2,,,,1,9,,,1,,23,2,,,1,12,0,1,,2,,,1,0,0,,,,,1,1,2,2,2,2,2,6,1221,3,30,2,2,,34,4,1,4,,,1,4,2,2,1,1,1,2,2,1,2,2,4,3528.5184372,0.8694066017
934329,5,3,1,6,1,2014,1,,,2,1,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,6,4,1,4,,,1,7,3,5,0,0,0,2,2,1,2,2,4,3528.5184372,0.8694066017
934329,5,4,2,6,1,2017,1,,,2,1,,,,,,,,,,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,3,4,1,4,,,1,7,3,5,0,0,0,2,2,1,2,2,4,3528.5184372,0.8694066017
934329,5,5,1,6,1,2020,1,,,2,1,,,,,,,,,,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,0,4,1,4,,,1,7,3,5,0,0,0,2,2,1,2,2,4,3528.5184372,0.8694066017
934334,1,1,2,1,1,1980,1,,,2,4,,,,,,,,1,,,,1,6,,,1,,26,2,,,1,15,0,1,100,2,,,1,20,20,70,40,,,2,1,2,2,2,2,2,,2651,18,,1,1,600,40,4,1,4,,,2,4,2,4,1,1,1,1,1,1,2,2,4,9072.7340135,2.2354693584
934336,2,1,1,1,1,1991,1,,,1,5,,67,100,,2011,6,2,1,,,,1,2,,,7,1,20,2,,,1,7,0,1,90,2,,,2,,,70,40,2,,1,2,2,2,2,2,2,,7115,7,24,2,2,,29,4,1,4,,,1,2,1,4,1,1,1,2,2,1,2,2,4,0.8901179363,0.0002193199
934336,2,2,2,2,1,1995,1,,,1,5,,78,100,,2014,6,2,1,,,,1,2,,,2,1,19,2,,,1,7,0,1,99,2,,,2,,,60,40,2,,1,2,2,2,2,2,2,,5223,7,23,2,2,,25,4,1,4,,,1,2,1,4,0,1,1,2,2,1,2,2,4,0.8901179363,0.0002193199
934350,4,1,1,1,1,1964,1,,,1,5,,56,60,,1983,3,1,1,,,,1,6,,,1,,24,2,,,1,33,0,1,90,2,,,1,0,7,68,40,,,2,1,2,2,2,2,2,,2421,19,,2,2,,56,4,1,4,,,4,4,2,4,1,1,1,2,2,1,2,1,3,1928.1535267,0.4750859136
934350,4,2,2,2,1,1966,1,,,1,5,,37,60,,1985,1,2,1,,,,1,1,,,1,,19,1,7,,1,23,0,1,100,2,,,2,,,60,60,1,60,1,2,2,2,1,2,2,,7532,19,,2,2,,54,4,1,4,,,3,1,1,4,0,1,1,2,2,1,2,1,3,1928.1535267,0.4750859136
934350,4,3,1,6,1,2001,1,,,2,5,,72,100,,2019,3,1,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,19,4,1,4,,,1,7,3,5,0,0,0,2,2,1,2,1,3,1928.1535267,0.4750859136
934350,4,4,1,6,1,2003,1,,,2,3,,,,,,,,2,,,,2,17,,,0,,,,,,,,,2,,1,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,17,4,1,4,,,1,7,3,5,0,0,0,2,2,1,2,1,3,1928.1535267,0.4750859136
934357,4,1,1,1,1,1969,1,,,1,7,6,108,110,0,1994,3,,1,,,,1,6,,,2,3,25,2,,,1,25,0,1,100,2,,,1,0,5,68,70,,,2,1,2,2,2,2,2,,2411,14,25,2,2,,51,4,1,4,,,3,4,2,4,0,1,1,2,2,1,2,0,2,8232.2758697,2.0283853169
934357,4,2,2,2,1,1971,1,,,1,7,10,104,110,0,1997,4,,1,,,,1,2,,,3,1,26,2,,,1,22,0,1,100,2,,,2,,,67,75,1,78,1,2,2,2,2,2,2,,4110,11,26,2,2,,49,4,1,4,,,3,2,1,4,1,1,1,2,2,1,2,0,2,8232.2758697,2.0283853169
934357,4,3,1,6,1,2003,1,,,2,3,,,,,,,,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,17,4,1,4,,,1,7,3,5,0,0,0,2,2,1,2,0,2,8232.2758697,2.0283853169
934357,4,4,2,6,1,2006,1,,,2,3,,,,,,,,2,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,14,4,1,4,,,1,7,3,5,0,0,0,2,2,1,2,0,2,8232.2758697,2.0283853169
934358,2,1,1,1,1,1943,1,,,1,3,,,,,,,,1,,,,2,15,2,11,1,,14,2,,,1,43,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,77,4,1,4,,,5,6,3,5,1,1,0,0,2,1,2,0,2,8630.4607096,2.126495766
934358,2,2,2,2,1,1950,1,,,1,3,,,,,,,,1,,,,2,15,1,7,3,1,14,2,,,1,42,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,70,4,1,4,,,5,6,3,5,0,1,0,0,2,1,2,0,2,8630.4607096,2.126495766
934363,2,1,1,1,1,1982,1,,,1,5,,10,10,,2001,2,2,1,,,,1,2,,,1,,18,2,,,1,22,5,1,100,2,,,2,,,55,80,3,,1,2,2,2,2,2,2,,310,15,,2,2,,38,15,3,4,,,2,2,1,3,1,1,1,2,2,1,2,0,2,26376.902986,6.4991168382
934363,2,2,2,2,1,1989,1,,,1,5,,86,100,,2012,3,2,1,,,,1,2,,,1,,19,2,,,1,12,0,1,100,2,,,1,0,4,65,70,1,75,1,2,2,2,2,2,2,,4120,15,,2,2,,31,4,1,4,,,1,2,1,3,0,1,1,2,2,1,2,0,2,26376.902986,6.4991168382
934365,3,1,1,1,1,1968,1,,,1,5,,50,60,,1987,2,2,1,,,,1,8,,,1,,20,2,,,1,31,0,1,100,2,,,2,,,65,80,,,2,1,2,2,2,1,2,,7221,3,,2,2,,52,4,1,4,,,3,5,2,2,1,1,1,2,2,1,2,0,2,14009.94662,3.4519700825
934365,3,2,2,2,1,1977,1,,,1,5,,48,60,,1996,2,2,1,,,,1,2,,,1,,20,2,,,1,24,0,1,100,2,,,1,0,8,65,70,1,75,1,2,2,2,2,2,2,,4311,8,,2,2,,43,4,1,4,,,2,2,1,4,0,1,1,2,2,1,2,0,2,14009.94662,3.4519700825
934365,3,3,1,6,1,2012,1,,,2,1,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,8,4,1,4,,,1,7,3,5,0,0,0,2,2,1,2,0,2,14009.94662,3.4519700825
934368,1,1,1,1,2,1972,2,2012,3,2,3,,,,,,,,1,,,,2,12,1,3,1,,17,,,15,2,,,2,,1,10,400,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,48,,,4,,,3,7,3,5,1,1,0,0,1,1,2,0,2,26376.902986,6.4991168382
934377,2,1,1,1,1,1954,1,,,1,8,3,110,110,0,1983,3,,1,,,,1,6,,,1,,29,2,,,1,37,0,1,100,2,,,2,,,69,80,,,2,1,2,2,2,2,2,,2212,17,,2,2,,66,4,1,4,,,5,4,2,3,1,1,1,2,2,1,2,2,3,574.37527848,0.1415227575
934377,2,2,2,2,1,1959,1,,,1,8,3,110,110,1,1984,3,,1,,,,1,6,,,1,,25,2,,,1,37,0,1,100,2,,,2,,,66,80,,,2,1,2,2,2,2,2,,2267,17,,2,2,,61,4,1,4,,,4,4,2,3,0,1,1,2,2,1,2,2,3,574.37527848,0.1415227575
934389,4,1,1,1,1,1972,1,,,1,8,3,110,110,0,1998,3,,1,,,,1,4,,,1,,27,2,,,1,21,0,1,100,2,,,2,,,65,80,3,,1,2,2,2,2,2,2,,2212,17,,2,2,,48,4,1,4,,,3,3,1,3,1,1,1,2,2,1,2,2,3,3456.9053609,0.8517615525
934389,4,2,2,2,1,1985,1,,,1,4,,,,,,,,1,,,,1,7,,,1,,16,2,,,1,20,0,1,100,2,,,2,,,65,70,,,2,1,2,2,2,2,2,,5113,9,,2,2,,35,4,1,4,,,2,4,2,4,0,1,1,2,2,1,2,2,3,3456.9053609,0.8517615525
934389,4,3,1,6,1,2014,1,,,2,1,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,6,4,1,4,,,1,7,3,5,0,0,0,2,2,1,2,2,3,3456.9053609,0.8517615525
934389,4,4,2,6,1,2016,1,,,2,1,,,,,,,,,,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,4,4,1,4,,,1,7,3,5,0,0,0,2,2,1,2,2,3,3456.9053609,0.8517615525
934400,3,1,1,1,1,1971,1,,,1,3,,,,,,,,1,,,,1,8,,,3,3,17,2,,,1,30,0,1,80,2,,,2,,,65,60,,,2,1,2,2,2,2,2,,1349,19,30,2,2,,49,19,3,4,,,3,5,2,4,0,1,1,2,2,1,2,2,3,4705.2931349,1.1593571034
934400,3,2,2,2,1,1973,1,,,1,5,,60,100,,1994,2,2,2,,,,1,1,,,7,1,24,1,3,,1,20,0,1,,2,,,2,,,,,2,,1,2,2,2,1,2,2,,4321,7,45,2,2,,47,9,2,4,,,3,1,1,4,1,1,1,2,2,1,2,2,3,4705.2931349,1.1593571034
934400,3,3,2,6,1,2009,1,,,2,2,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,11,9,2,4,,,1,7,3,5,0,0,0,2,2,1,2,2,3,4705.2931349,1.1593571034
934406,3,1,1,1,2,1982,2,2000,2,1,4,,,,,,,,1,,,,1,1,,,1,,17,1,6,,1,12,0,1,0,1,0,9,2,,,70,100,1,100,1,2,2,2,2,2,1,,4321,7,,2,2,,38,,,4,,,2,1,1,4,1,1,1,1,1,1,2,2,3,5715.2316203,1.4082001241
934406,3,2,2,2,2,1986,2,2019,2,1,5,,4,5,,2005,3,1,1,,,,2,13,,,0,,,,,,,,,2,,1,0,9,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,34,,,4,,,1,7,3,5,0,0,0,1,1,1,2,2,3,5715.2316203,1.4082001241
934406,3,3,1,6,2,2017,2,2019,2,2,1,,,,,,,,,,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,3,,,4,,,1,7,3,5,0,0,0,1,1,1,2,2,3,5715.2316203,1.4082001241
934411,3,1,1,1,1,1946,1,,,1,5,,36,60,,1974,2,2,1,,,,2,15,5,11,1,,25,2,,,1,42,1,2,,,,,,,,,,,,2,2,1,1,2,2,2,,1120,19,,2,2,,74,4,1,4,,,5,6,3,5,1,1,1,2,3,1,2,0,1,0.8901179363,0.0002193199
934411,3,2,2,2,1,1950,1,,,1,5,,36,60,,1976,5,2,2,,,,2,15,3,16,2,1,17,2,,,1,40,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,70,4,1,4,,,5,6,3,5,0,1,0,2,3,1,2,0,1,0.8901179363,0.0002193199
934411,3,3,1,6,1,1981,1,,,2,3,,,,,,,,2,,,,1,7,,,3,3,17,2,,,1,6,0,1,,2,,,2,,,,,,,2,1,2,2,2,2,2,,5113,9,35,2,2,,39,4,1,4,,,2,4,2,4,0,1,1,2,3,1,2,0,1,0.8901179363,0.0002193199
934412,1,1,1,1,1,1969,1,,,3,4,,,,,,,,1,,,,1,8,,,2,3,17,2,,,1,32,1,1,100,2,,,2,,,65,70,,,2,1,2,2,2,2,2,,8331,19,32,1,2,5000,51,4,1,4,,,3,5,2,4,1,1,1,1,1,1,2,0,1,10169.723251,2.5057611827
934424,4,1,1,1,1,1965,1,,,1,7,8,105,110,0,1990,3,,1,,,,1,5,,,2,1,26,2,,,1,31,0,1,100,2,,,2,,,67,100,3,,1,2,2,2,2,2,2,,1346,11,26,2,2,,55,4,1,4,,,4,3,1,4,1,1,1,2,2,1,2,0,2,5866.4171004,1.4454513548
934424,4,2,2,2,1,1966,1,,,1,5,,50,60,,1985,2,2,1,,,,1,4,,,2,1,19,2,,,1,35,0,1,100,2,,,2,,,67,100,2,,1,2,2,2,2,2,2,,4110,15,20,2,2,,54,4,1,4,,,3,3,1,3,0,1,1,2,2,1,2,0,2,5866.4171004,1.4454513548
934424,4,3,2,6,1,1995,1,,,2,7,6,110,110,0,2020,3,,2,,,,2,11,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,25,4,1,4,,,1,7,3,5,0,0,0,2,2,1,2,0,2,5866.4171004,1.4454513548
934424,4,4,2,6,1,2001,1,,,2,5,,93,100,,2020,3,1,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,19,4,1,4,,,1,7,3,5,0,0,0,2,2,1,2,0,2,5866.4171004,1.4454513548
934437,2,1,1,1,1,1949,1,,,1,7,4,106,110,0,1975,3,,1,,,,1,9,,,10,3,25,2,,,1,21,5,1,50,2,,,1,15,15,62,60,,,2,1,2,1,2,2,2,,2310,22,25,2,2,,71,1,1,4,,,5,4,2,4,1,1,1,1,1,1,2,1,3,1189.3432552,0.2930473217
934437,2,2,2,2,1,1960,1,,,1,5,,45,60,,1979,5,2,2,,,,2,13,,,3,1,19,2,,,2,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,60,3,1,4,,,4,7,3,5,0,0,0,1,1,1,2,1,3,1189.3432552,0.2930473217
934439,2,1,1,1,1,1945,1,,,1,7,6,95,110,0,1970,2,,1,,,,1,6,,,2,3,23,2,,,2,,,1,100,2,,,1,0,10,59,20,,,2,1,2,1,2,2,2,,2411,19,29,2,2,,75,4,1,4,,,5,4,2,4,1,1,1,1,2,1,2,1,3,1000.732491,0.2465747168
934439,2,2,2,2,1,1947,1,,,1,5,,8,10,,1967,5,2,2,,,,2,15,3,19,1,,22,2,,,2,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,73,4,1,4,,,5,6,3,5,0,1,0,1,2,1,2,1,3,1000.732491,0.2465747168
934442,2,1,1,1,1,1953,1,,,1,7,6,89,100,0,1980,2,,1,,,,2,15,4,11,1,,24,2,,,1,42,4,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,67,4,1,4,,,5,6,3,5,1,1,0,0,2,1,2,1,3,752.11726906,0.1853173593
934442,2,2,2,2,1,1954,1,,,1,7,1,85,100,0,1978,3,,1,,,,2,15,2,7,1,,26,2,,,1,36,1,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,66,4,1,4,,,5,6,3,5,0,1,0,0,2,1,2,1,3,752.11726906,0.1853173593
934443,1,1,1,1,1,1962,1,,,3,4,,,,,,,,1,,,,1,1,,,4,1,17,2,,,1,41,1,1,100,2,,,2,,,60,100,2,,1,2,2,2,1,2,2,,7115,3,29,2,2,,58,4,1,4,,,4,1,1,2,1,1,1,1,1,1,2,1,3,2848.6296601,0.7018859265
934446,4,1,1,1,1,1965,1,,,1,5,,56,60,,1984,2,2,1,,,,1,4,,,1,,19,2,,,1,35,1,1,100,2,,,1,0,3,67,50,2,,1,2,2,2,2,2,2,,1223,6,,2,2,,55,4,1,4,,,4,3,1,4,1,1,1,3,3,1,2,1,3,1842.0793199,0.4538777252
934446,4,2,2,2,1,1965,1,,,1,7,10,110,110,1,1987,5,,2,,,,1,3,,,1,,19,2,,,1,36,1,1,,2,,,1,0,0,,,2,,1,2,2,2,2,2,2,,2330,16,,2,2,,55,4,1,4,,,4,2,1,3,0,1,1,3,3,1,2,1,3,1842.0793199,0.4538777252
934446,4,3,2,6,1,1992,1,,,2,7,10,90,100,0,2018,5,,2,,,,2,17,,,0,,,,,,,,,2,,1,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,28,4,1,4,,,1,7,3,5,0,0,0,3,3,1,2,1,3,1842.0793199,0.4538777252
934446,4,4,1,6,1,1995,1,,,2,6,9,90,100,0,2020,1,,2,,,,2,17,,,1,,25,2,,,1,0,0,2,,1,,,,,,,,,,1,2,2,2,2,2,2,,6330,,,2,2,,25,4,1,4,,,1,7,3,5,0,1,1,3,3,1,2,1,3,1842.0793199,0.4538777252
934453,1,1,2,1,1,1960,1,,,3,4,,,,,,,,1,,,,1,2,,,1,,30,2,,,1,20,0,1,100,2,,,2,,,65,70,4,,1,2,2,2,2,2,2,,3343,15,,2,2,,60,4,1,4,,,4,2,1,3,1,1,1,1,1,1,2,1,3,2449.9307099,0.6036488036
934461,3,1,1,1,1,1958,1,,,1,7,7,110,110,0,1981,3,,1,,,,1,6,,,1,,24,2,,,1,42,4,1,0,2,,,2,,,64,80,,,2,1,2,2,2,2,2,,1120,11,,2,2,,62,4,1,4,,,4,4,2,4,1,1,1,3,3,1,2,2,4,778.20128238,0.1917443098
934461,3,2,2,2,1,1958,1,,,1,7,7,110,110,1,1982,3,,2,,,,1,7,,,2,3,24,2,,,1,35,0,1,,2,,,2,,,,,,,2,1,2,2,2,2,2,,1120,1,25,2,2,,62,4,1,4,,,4,4,2,1,0,1,1,3,3,1,2,2,4,778.20128238,0.1917443098
934461,3,3,2,6,1,1993,1,,,2,7,3,110,110,1,2018,3,,2,,,,1,6,,,1,,25,2,,,1,3,0,1,,2,,,2,,,,,,,2,1,2,2,2,2,2,,2261,17,,2,2,,27,4,1,4,,,1,4,2,3,0,1,1,3,3,1,2,2,4,778.20128238,0.1917443098
934462,2,1,2,1,1,1957,1,,,4,5,,48,60,,1976,3,2,1,,,,2,15,2,15,1,,21,2,,,1,38,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,63,4,1,4,,,4,6,3,5,0,1,0,1,2,1,2,2,4,1733.4875591,0.4271213414
934462,2,2,1,6,1,1983,1,,,2,8,3,104,110,0,2008,2,,2,,,,1,2,,,3,3,26,2,,,1,11,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,2212,13,26,2,2,,37,4,1,4,,,2,2,1,4,1,1,1,1,2,1,2,2,4,1733.4875591,0.4271213414
934467,2,1,1,1,1,1947,1,,,1,7,1,110,110,0,1972,3,,1,,,,2,15,5,13,1,,26,2,,,1,43,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,73,4,1,4,,,5,6,3,5,1,1,0,0,2,1,2,2,4,362.25637296,0.089257882
934467,2,2,2,2,1,1949,1,,,1,7,9,90,110,0,1973,3,,2,,,,2,15,3,15,1,,23,2,,,1,30,4,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,71,4,1,4,,,5,6,3,5,0,1,0,0,2,1,2,2,4,362.25637296,0.089257882
934469,3,1,1,1,1,1964,1,,,2,5,,36,60,,1984,2,2,1,,,,1,6,,,1,,20,2,,,1,28,1,1,0,2,,,2,,,66,80,,,2,1,2,2,2,2,2,,2164,12,,2,2,,56,4,1,4,,,4,4,2,4,0,1,1,2,2,1,2,2,4,1216.5514163,0.2997512558
934469,3,2,2,3,1,1966,1,,,3,5,,40,60,,1984,2,2,2,,,,2,15,6,8,1,,19,2,,,2,,,1,,,,,2,,,,,,,2,1,2,1,2,2,2,,2164,12,,2,2,,54,4,1,4,,,3,6,3,5,1,1,1,2,2,1,2,2,4,1216.5514163,0.2997512558
934469,3,3,1,6,1,1996,1,,,2,5,,70,100,,2014,4,2,2,,,,2,12,1,8,1,,19,,,2,1,4,0,2,,1,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,24,4,1,4,,,1,7,3,5,0,0,0,2,2,1,2,2,4,1216.5514163,0.2997512558
934480,1,1,2,1,1,1951,1,,,3,3,,,,,,,,1,,,,1,9,,,1,,14,2,,,1,56,0,1,100,2,,,2,,,64,4,,,2,1,2,1,2,2,2,,1120,7,,2,2,,69,4,1,4,,,5,4,2,4,1,1,1,1,1,1,2,2,4,0.8901179363,0.0002193199
934481,4,1,1,1,1,1967,1,,,1,3,,,,,,,,1,,,,1,9,,,1,,14,2,,,1,25,1,1,0,2,,,2,,,60,100,,,2,1,2,2,2,2,2,,1120,8,,2,2,,53,4,1,4,,,3,4,2,4,1,1,1,2,2,1,2,2,4,967.03330992,0.2382714328
934481,4,2,2,2,1,1968,1,,,1,5,,48,60,,1989,5,2,2,,,,1,2,,,2,1,15,2,,,1,25,0,1,,2,,,2,,,,,3,,1,2,2,2,2,2,2,,1211,8,18,2,2,,52,4,1,4,,,3,2,1,4,0,1,1,2,2,1,2,2,4,967.03330992,0.2382714328
934481,4,3,1,6,1,1999,1,,,2,7,7,110,110,0,2020,3,,2,,,,2,17,,,0,,,,,,,,,1,,2,,,2,,,,,,,2,2,2,2,2,2,2,,0,,,,,,21,4,1,4,,,1,7,3,5,0,0,0,2,2,1,2,2,4,967.03330992,0.2382714328
934481,4,4,1,6,1,2002,1,,,2,5,,80,100,,2020,2,2,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,18,4,1,4,,,1,7,3,5,0,0,0,2,2,1,2,2,4,967.03330992,0.2382714328
934483,5,1,1,1,1,1974,1,,,1,8,8,110,110,1,1998,3,,1,,,,1,6,,,2,3,23,2,,,1,15,0,1,0,2,,,2,,,70,80,,,1,1,2,2,2,2,2,6,2611,13,25,2,2,,46,4,1,4,,,3,4,2,4,1,1,1,2,2,1,2,2,4,1594.0345565,0.3927609254
934483,5,2,2,2,1,1974,1,,,1,7,10,110,110,0,2001,3,,2,,,,1,3,,,3,1,25,2,,,1,15,0,1,,2,,,2,,,,,3,,1,2,2,2,2,2,2,,2310,16,25,2,2,,46,4,1,4,,,3,2,1,3,0,1,1,2,2,1,2,2,4,1594.0345565,0.3927609254
934483,5,3,1,6,1,2004,1,,,2,3,,,,,,,,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,16,4,1,4,,,1,7,3,5,0,0,0,2,2,1,2,2,4,1594.0345565,0.3927609254
934483,5,4,1,6,1,2006,1,,,2,3,,,,,,,,2,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,14,4,1,4,,,1,7,3,5,0,0,0,2,2,1,2,2,4,1594.0345565,0.3927609254
934483,5,5,1,6,1,2013,1,,,2,1,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,7,4,1,4,,,1,7,3,5,0,0,0,2,2,1,2,2,4,1594.0345565,0.3927609254
934491,2,1,2,1,1,1985,1,,,1,8,8,106,110,0,2011,3,,1,,,,1,6,,,1,,28,2,,,1,8,0,1,100,2,,,2,,,65,70,,,2,1,2,2,2,2,2,,2611,13,,1,2,1800,35,8,1,4,,,2,4,2,4,0,1,1,2,2,1,2,2,4,3369.5024845,0.8302259877
934491,2,2,1,2,1,1982,1,,,1,8,8,110,110,1,2008,3,,2,,,,1,6,,,1,,30,2,,,1,9,0,1,,2,,,2,,,,,,,2,1,2,2,2,2,2,,2619,13,,2,2,,38,4,1,4,,,2,4,2,4,1,1,1,2,2,1,2,2,4,3369.5024845,0.8302259877
934492,2,1,1,1,1,1944,1,,,1,3,,,,,,,,1,,,,2,15,2,15,1,,18,2,,,1,32,1,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,76,19,3,4,,,5,6,3,5,1,1,0,0,2,1,2,2,4,1164.3708143,0.2868942563
934492,2,2,2,2,1,1948,1,,,1,3,,,,,,,,1,,,,2,15,1,19,1,,14,1,10,,1,24,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,72,4,1,4,,,5,6,3,5,0,1,0,0,2,1,2,2,4,1164.3708143,0.2868942563
934494,2,1,1,1,1,1942,1,,,1,3,,,,,,,,1,,,,2,15,8,7,1,,18,2,,,1,45,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,78,4,1,4,,,5,6,3,5,1,1,0,0,2,1,2,2,4,592.82451893,0.1460685439
934494,2,2,2,2,1,1947,1,,,1,7,9,100,110,0,1971,5,,2,,,,2,15,8,7,2,3,24,2,,,1,38,4,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,73,4,1,4,,,5,6,3,5,0,1,0,0,2,1,2,2,4,592.82451893,0.1460685439
